,股票代码,accounting_period,序号,股票简称,首次预约时间,一次变更日期,二次变更日期,三次变更日期,实际披露时间,净利润-同比增长,净利润-净利润,公告日期,trade_date,time_distance
540,688052,2022-12-31,2614,纳芯微,2023-04-24,,,,2023-04-24,4.210091597963,233158200.0,2023-02-22 00:00:00,2023-03-05,50 days
541,688053,2022-12-31,1809,思科瑞,2023-04-18,2023-04-10,,,2023-04-10,0.907165214309,97941100.0,2023-02-28 00:00:00,2023-03-05,44 days
542,688055,2022-12-31,4848,龙腾光电,2023-04-29,,,,2023-04-29,-72.365394976333,251639000.0,2023-02-28 00:00:00,2023-03-05,55 days
543,688056,2022-12-31,2974,莱伯泰科,2023-04-25,,,,2023-04-25,-33.135388549771,46412785.91,2023-02-15 00:00:00,2023-03-05,51 days
544,688057,2022-12-31,4292,金达莱,2023-04-28,,,,2023-04-28,-20.944723314356,302814856.54,2023-02-28 00:00:00,2023-03-05,54 days
545,688058,2022-12-31,4293,宝兰德,2023-04-28,,,,2023-04-28,-223.505439848475,-33124900.0,2023-02-28 00:00:00,2023-03-05,54 days
546,688059,2022-12-31,1067,华锐精密,2023-03-31,,,,2023-03-31,2.198972486512,165923200.0,2023-02-28 00:00:00,2023-03-05,26 days
547,688060,2022-12-31,2257,云涌科技,2023-04-21,,,,2023-04-21,-67.695817432531,16959581.84,2023-02-25 00:00:00,2023-03-05,47 days
548,688061,2022-12-31,4294,灿瑞科技,2023-04-28,,,,2023-04-28,7.358945805494,134200400.0,2023-02-28 00:00:00,2023-03-05,54 days
549,688062,2022-12-31,1203,迈威生物,2023-04-07,,,,2023-04-07,-23.958093350626,-953965000.0,2023-02-21 00:00:00,2023-03-05,33 days
550,688063,2022-12-31,1433,派能科技,2023-04-12,,,,2023-04-12,302.134100153678,1271468000.0,2023-02-28 00:00:00,2023-03-05,38 days
551,688065,2022-12-31,3365,凯赛生物,2023-04-26,,,,2023-04-26,-7.110566988684,552431200.0,2023-02-28 00:00:00,2023-03-05,52 days
552,688066,2022-12-31,2503,航天宏图,2023-04-22,,,,2023-04-22,34.335785716699,268608999.02,2023-02-25 00:00:00,2023-03-05,48 days
553,688067,2022-12-31,3805,爱威科技,2023-04-27,,,,2023-04-27,-42.532374100719,17973000.0,2023-02-28 00:00:00,2023-03-05,53 days
554,688068,2022-12-31,4295,热景生物,2023-04-28,,,,2023-04-28,-56.77772809262,944736600.0,2023-04-22 00:00:00,2023-03-05,54 days
555,688069,2022-12-31,4296,德林海,2023-04-28,,,,2023-04-28,-48.910026396865,55586300.0,2023-02-28 00:00:00,2023-03-05,54 days
556,688070,2022-12-31,1517,纵横股份,2023-04-14,,,,2023-04-14,-11.351426777367,-25536000.0,2023-02-28 00:00:00,2023-03-05,40 days
557,688071,2022-12-31,4849,华依科技,2023-04-29,,,,2023-04-29,-35.832742955543,37225800.0,2023-02-28 00:00:00,2023-03-05,55 days
558,688072,2022-12-31,1810,拓荆科技,2023-04-18,,,,2023-04-18,438.087944339395,368517600.0,2023-02-27 00:00:00,2023-03-05,44 days
559,688075,2022-12-31,4850,安旭生物,2023-04-29,,,,2023-04-29,309.644761466179,3025334300.0,2023-02-28 00:00:00,2023-03-05,55 days
560,688076,2022-12-31,2504,诺泰生物,2023-04-22,,,,2023-04-22,11.436090507992,128584270.9,2023-02-28 00:00:00,2023-03-05,48 days
561,688077,2022-12-31,1068,大地熊,2023-03-31,,,,2023-03-31,-3.289523044826,146944800.0,2023-02-28 00:00:00,2023-03-05,26 days
562,688078,2022-12-31,581,龙软科技,2023-03-29,,,,2023-03-29,28.189181348202,80859300.0,2023-02-23 00:00:00,2023-03-05,24 days
563,688079,2022-12-31,4297,美迪凯,2023-04-28,,,,2023-04-28,-78.008192447456,21974500.0,2023-02-28 00:00:00,2023-03-05,54 days
564,688080,2022-12-31,3366,映翰通,2023-04-26,,,,2023-04-26,-33.334540271066,69964600.0,2023-02-28 00:00:00,2023-03-05,52 days
565,688081,2022-12-31,4298,兴图新科,2023-04-28,,,,2023-04-28,-66.764879141637,-76063669.06,2023-02-28 00:00:00,2023-03-05,54 days
566,688083,2022-12-31,4851,中望软件,2023-04-29,,,,2023-04-29,-96.289571935511,6740000.0,2023-02-28 00:00:00,2023-03-05,55 days
567,688084,2022-12-31,2975,晶品特装,2023-04-25,,,,2023-04-25,-25.763480525834,44917400.0,2023-02-28 00:00:00,2023-03-05,51 days
568,688085,2022-12-31,2976,三友医疗,2023-04-25,,,,2023-04-25,2.973173243104,191911000.0,2023-02-22 00:00:00,2023-03-05,51 days
569,688087,2022-12-31,2034,英科再生,2023-04-20,,,,2023-04-20,-3.108905531294,232321300.0,2023-02-28 00:00:00,2023-03-05,46 days
570,688088,2022-12-31,1069,虹软科技,2023-03-31,2023-04-26,,,2023-04-26,-59.961260600241,56369300.0,2023-02-23 00:00:00,2023-03-05,26 days
571,688089,2022-12-31,1518,嘉必优,2023-04-14,,,,2023-04-14,-50.3717885263,63811399.4,2023-03-18 00:00:00,2023-03-05,40 days
572,688090,2022-12-31,3367,瑞松科技,2023-04-26,,,,2023-04-26,-326.993341116444,-62996100.0,2023-02-28 00:00:00,2023-03-05,52 days
573,688091,2022-12-31,40,上海谊众,2023-03-01,,,,2023-03-01,3674.00783402116,142854906.22,2023-02-28 00:00:00,2023-03-05,-4 days
574,688092,2022-12-31,4852,爱科科技,2023-04-29,,,,2023-04-29,-14.848153492357,45321900.0,2023-02-28 00:00:00,2023-03-05,55 days
575,688093,2022-12-31,1811,世华科技,2023-04-18,,,,2023-04-18,0.593494836427,185375000.0,2023-02-28 00:00:00,2023-03-05,44 days
576,688095,2022-12-31,3806,福昕软件,2023-04-27,,,,2023-04-27,-104.183158359179,-1934100.0,2023-02-28 00:00:00,2023-03-05,53 days
577,688096,2022-12-31,4853,京源环保,2023-04-29,,,,2023-04-29,-7.229850407093,52253900.0,2023-02-28 00:00:00,2023-03-05,55 days
578,688097,2022-12-31,2035,博众精工,2023-04-20,,,,2023-04-20,84.947576953515,357561000.0,2023-02-28 00:00:00,2023-03-05,46 days
579,688098,2022-12-31,3807,申联生物,2023-04-27,,,,2023-04-27,-44.108978219559,61592947.14,2023-02-28 00:00:00,2023-03-05,53 days
580,688099,2022-12-31,1475,晶晨股份,2023-04-13,,,,2023-04-13,-10.209600290387,728744900.0,2023-02-25 00:00:00,2023-03-05,39 days
581,688101,2022-12-31,2036,三达膜,2023-04-20,,,,2023-04-20,-9.933324349905,222574300.0,2023-02-24 00:00:00,2023-03-05,46 days
582,688102,2022-12-31,3368,斯瑞新材,2023-04-26,,,,2023-04-26,22.92234171162,77886300.0,2023-02-28 00:00:00,2023-03-05,52 days
583,688103,2022-12-31,3369,国力股份,2023-04-26,2023-04-07,,,2023-04-07,18.316580780727,86375600.0,2023-02-02 00:00:00,2023-03-05,52 days
584,688105,2022-12-31,3808,诺唯赞,2023-04-27,,,,2023-04-27,-3.967179291594,651380605.72,2023-02-28 00:00:00,2023-03-05,53 days
585,688106,2022-12-31,1434,金宏气体,2023-04-12,,,,2023-04-12,37.453375972729,229640013.21,2023-02-28 00:00:00,2023-03-05,38 days
586,688107,2022-12-31,3370,安路科技,2023-04-26,2023-04-25,,,2023-04-25,294.827077613285,60102400.0,2023-02-27 00:00:00,2023-03-05,52 days
587,688108,2022-12-31,3809,赛诺医疗,2023-04-27,,,,2023-04-27,-23.638155877268,-161676300.0,2023-02-28 00:00:00,2023-03-05,53 days
588,688109,2022-12-31,3371,品茗科技,2023-04-26,,,,2023-04-26,-190.696479710272,-56848100.0,2023-02-25 00:00:00,2023-03-05,52 days
589,688110,2022-12-31,1657,东芯股份,2023-04-15,,,,2023-04-15,-29.513759176031,184530300.0,2023-02-28 00:00:00,2023-03-05,41 days
590,688111,2022-12-31,284,金山办公,2023-03-22,,,,2023-03-22,7.401920232602,1118326657.75,2023-02-25 00:00:00,2023-03-05,17 days
591,688112,2022-12-31,3810,鼎阳科技,2023-04-27,,,,2023-04-27,73.536149817724,140665800.0,2023-02-28 00:00:00,2023-03-05,53 days
592,688113,2022-12-31,3811,联测科技,2023-04-27,,,,2023-04-27,9.008317823459,83402700.0,2023-02-28 00:00:00,2023-03-05,53 days
593,688114,2022-12-31,2977,华大智造,2023-04-25,,,,2023-04-25,315.886154461412,2011221700.0,2023-02-25 00:00:00,2023-03-05,51 days
594,688115,2022-12-31,1070,思林杰,2023-03-31,,,,2023-03-31,-18.18611313852,54029400.0,2023-02-28 00:00:00,2023-03-05,26 days
595,688116,2022-12-31,2037,天奈科技,2023-04-20,,,,2023-04-20,38.920898516712,411043600.0,2023-02-25 00:00:00,2023-03-05,46 days
596,688117,2022-12-31,3372,圣诺生物,2023-04-26,,,,2023-04-26,2.809952041859,62973929.51,2023-02-25 00:00:00,2023-03-05,52 days
597,688118,2022-12-31,2038,普元信息,2023-04-20,,,,2023-04-20,-97.15868865699,1111700.0,2023-02-25 00:00:00,2023-03-05,46 days
598,688119,2022-12-31,2258,中钢洛耐,2023-04-21,,,,2023-04-21,3.676136523142,232551259.8,2023-02-25 00:00:00,2023-03-05,47 days
599,688120,2022-12-31,2978,华海清科,2023-04-25,,,,2023-04-25,159.965845709556,515451700.0,2023-02-28 00:00:00,2023-03-05,51 days
600,688121,2022-12-31,2505,卓然股份,2023-04-22,,,,2023-04-22,-42.804612402326,180306000.0,2023-02-28 00:00:00,2023-03-05,48 days
601,688122,2022-12-31,513,西部超导,2023-03-28,,,,2023-03-28,46.048080397163,1082915700.0,2023-02-28 00:00:00,2023-03-05,23 days
602,688123,2022-12-31,1519,聚辰股份,2023-04-14,,,,2023-04-14,228.039286073909,355106062.52,2023-02-28 00:00:00,2023-03-05,40 days
603,688125,2022-12-31,3373,安达智能,2023-04-26,,,,2023-04-26,1.361375121095,154851800.0,2023-02-28 00:00:00,2023-03-05,52 days
604,688126,2022-12-31,1352,沪硅产业,2023-04-11,,,,2023-04-11,122.453193568787,325031700.0,2023-02-28 00:00:00,2023-03-05,37 days
605,688127,2022-12-31,2979,蓝特光学,2023-04-25,2023-04-19,,,2023-04-19,-26.342915405254,103121967.86,2023-02-28 00:00:00,2023-03-05,51 days
606,688128,2022-12-31,2980,中国电研,2023-04-25,,,,2023-04-25,13.403550356708,357290700.0,2023-02-08 00:00:00,2023-03-05,51 days
607,688129,2022-12-31,2981,东来技术,2023-04-25,,,,2023-04-25,-76.857182801699,21737166.74,2023-02-28 00:00:00,2023-03-05,51 days
608,688130,2022-12-31,4299,晶华微,2023-04-28,,,,2023-04-28,-71.379223415189,22138600.0,2023-02-28 00:00:00,2023-03-05,54 days
609,688131,2022-12-31,285,皓元医药,2023-03-22,,,,2023-03-22,1.388940565079,193632173.76,2023-02-27 00:00:00,2023-03-05,17 days
610,688132,2022-12-31,2259,邦彦技术,2023-04-21,2023-04-28,,,2023-04-28,-47.314945173613,41762600.0,2023-02-28 00:00:00,2023-03-05,47 days
611,688133,2022-12-31,4300,泰坦科技,2023-04-28,,,,2023-04-28,-12.31200721555,126230645.22,2023-02-28 00:00:00,2023-03-05,54 days
612,688135,2022-12-31,4854,利扬芯片,2023-04-29,,,,2023-04-29,-69.693949182696,32076500.0,2023-02-28 00:00:00,2023-03-05,55 days
613,688136,2022-12-31,2506,科兴制药,2023-04-22,,,,2023-04-22,-193.591384963701,-90281900.0,2023-02-28 00:00:00,2023-03-05,48 days
614,688137,2022-12-31,3812,近岸蛋白,2023-04-27,,,,2023-04-27,-38.409400579663,91773452.36,2023-02-28 00:00:00,2023-03-05,53 days
615,688138,2022-12-31,4301,清溢光电,2023-04-28,,,,2023-04-28,115.593431224144,95994700.0,2023-02-28 00:00:00,2023-03-05,54 days
616,688139,2022-12-31,582,海尔生物,2023-03-29,,,,2023-03-29,-28.903407940473,600791300.0,2023-02-28 00:00:00,2023-03-05,24 days
617,688141,2022-12-31,4855,杰华特,2023-04-29,,,,2023-04-29,-3.391440379483,137160035.6,2023-04-25 00:00:00,2023-03-05,55 days
618,688143,2022-12-31,2260,长盈通,2023-04-21,,,,2023-04-21,5.336433881805,80675700.0,2023-02-28 00:00:00,2023-03-05,47 days
619,688147,2022-12-31,2982,微导纳米,2023-04-25,,,,2023-04-25,17.42822631886,54150500.0,2023-04-20 00:00:00,2023-03-05,51 days
620,688148,2022-12-31,1520,芳源股份,2023-04-14,,,,2023-04-14,-92.943385819927,4708300.0,2023-02-28 00:00:00,2023-03-05,40 days
621,688150,2022-12-31,1204,莱特光电,2023-04-07,,,,2023-04-07,-2.186933429435,105580500.0,2023-02-28 00:00:00,2023-03-05,33 days
622,688151,2022-12-31,2261,华强科技,2023-04-21,,,,2023-04-21,-77.348825095606,72534000.0,2023-02-28 00:00:00,2023-03-05,47 days
623,688152,2022-12-31,3813,麒麟信安,2023-04-27,,,,2023-04-27,14.389308939518,127598300.0,2023-02-28 00:00:00,2023-03-05,53 days
624,688153,2022-12-31,3814,唯捷创芯,2023-04-27,,,,2023-04-27,180.632567629983,55165900.0,2023-02-27 00:00:00,2023-03-05,53 days
625,688155,2022-12-31,1658,先惠技术,2023-04-15,2023-04-28,,,2023-04-28,-234.187843884476,-94016700.0,2023-02-28 00:00:00,2023-03-05,41 days
626,688156,2022-12-31,4856,路德环境,2023-04-29,,,,2023-04-29,-67.598501967855,24475800.0,2023-02-28 00:00:00,2023-03-05,55 days
627,688157,2022-12-31,1812,松井股份,2023-04-18,,,,2023-04-18,-15.931885344173,81878079.74,2023-02-11 00:00:00,2023-03-05,44 days
628,688158,2022-12-31,4909,优刻得,2023-06-30,2023-04-27,,,2023-04-27,34.535591316822,-414560700.0,2023-02-28 00:00:00,2023-03-05,117 days
629,688159,2022-12-31,4302,有方科技,2023-04-28,,,,2023-04-28,-356.018220636114,-59118240.52,2023-02-28 00:00:00,2023-03-05,54 days
630,688160,2022-12-31,1071,步科股份,2023-03-31,,,,2023-03-31,21.857377858861,91040500.0,2023-02-11 00:00:00,2023-03-05,26 days
631,688161,2022-12-31,742,威高骨科,2023-03-30,,,,2023-03-30,-20.763042097676,546987300.0,2023-02-28 00:00:00,2023-03-05,25 days
632,688162,2022-12-31,2262,巨一科技,2023-04-21,,,,2023-04-21,18.749555052877,155126700.0,2023-02-28 00:00:00,2023-03-05,47 days
633,688163,2022-12-31,2263,赛伦生物,2023-04-21,,,,2023-04-21,-18.702440298465,62178646.52,2023-02-28 00:00:00,2023-03-05,47 days
634,688165,2022-12-31,3815,埃夫特,2023-04-27,,,,2023-04-27,8.523758045195,-176936000.0,2023-02-28 00:00:00,2023-03-05,53 days
635,688166,2022-12-31,2983,博瑞医药,2023-04-25,,,,2023-04-25,5.246176486262,256749100.0,2023-02-28 00:00:00,2023-03-05,51 days
636,688167,2022-12-31,3374,炬光科技,2023-04-26,,,,2023-04-26,87.560358669217,127093900.0,2023-02-27 00:00:00,2023-03-05,52 days
637,688168,2022-12-31,4857,安博通,2023-04-29,,,,2023-04-29,-111.926386928499,-8610100.0,2023-02-28 00:00:00,2023-03-05,55 days
638,688169,2022-12-31,3816,石头科技,2023-04-27,,,,2023-04-27,-14.93377320298,1193033500.0,2023-02-28 00:00:00,2023-03-05,53 days
639,688170,2022-12-31,3817,德龙激光,2023-04-27,,,,2023-04-27,-23.157385904368,67401500.0,2023-02-28 00:00:00,2023-03-05,53 days
640,688171,2022-12-31,3818,纬德信息,2023-04-27,,,,2023-04-27,-30.40251027916,38593200.0,2023-02-28 00:00:00,2023-03-05,53 days
641,688172,2022-12-31,3375,燕东微,2023-04-26,,,,2023-04-26,-16.024271271426,462240200.0,2023-02-25 00:00:00,2023-03-05,52 days
642,688173,2022-12-31,2039,希荻微,2023-04-20,,,,2023-04-20,-163.83649883219,-16371700.0,2023-02-28 00:00:00,2023-03-05,46 days
643,688175,2022-12-31,4858,高凌信息,2023-04-29,,,,2023-04-29,-27.689226963203,85999320.42,2023-02-28 00:00:00,2023-03-05,55 days
644,688176,2022-12-31,1813,亚虹医药,2023-04-18,,,,2023-04-18,-5.035852415819,-246781000.0,2023-02-28 00:00:00,2023-03-05,44 days
645,688177,2022-12-31,3819,百奥泰,2023-04-27,,,,2023-04-27,-661.898055201284,-460399600.0,2023-02-28 00:00:00,2023-03-05,53 days
646,688178,2022-12-31,4303,万德斯,2023-04-28,,,,2023-04-28,-69.884650440443,21873200.0,2023-02-28 00:00:00,2023-03-05,54 days
647,688179,2022-12-31,3376,阿拉丁,2023-04-26,,,,2023-04-26,6.733690621719,95378091.87,2023-02-28 00:00:00,2023-03-05,52 days
648,688180,2022-12-31,1072,君实生物,2023-03-31,,,,2023-03-31,-232.589143966297,-2397667400.0,2023-02-28 00:00:00,2023-03-05,26 days
649,688181,2022-12-31,2264,八亿时空,2023-04-21,,,,2023-04-21,0.357800100238,207447200.0,2023-02-24 00:00:00,2023-03-05,47 days
650,688182,2022-12-31,3377,灿勤科技,2023-04-26,,,,2023-04-26,-9.256749189137,79399800.0,2023-02-25 00:00:00,2023-03-05,52 days
651,688184,2022-12-31,1521,帕瓦股份,2023-04-14,,,,2023-04-14,77.054983878959,147939000.0,2023-02-28 00:00:00,2023-03-05,40 days
652,688185,2022-12-31,250,康希诺,2023-03-21,2023-03-28,,,2023-03-28,-147.112740873072,-901921600.0,2023-02-28 00:00:00,2023-03-05,16 days
653,688186,2022-12-31,2507,广大特材,2023-04-22,,,,2023-04-22,-41.561846873468,102909304.26,2023-02-27 00:00:00,2023-03-05,48 days
654,688187,2022-12-31,1073,时代电气,2023-03-31,,,,2023-03-31,26.670465721575,2555823400.0,2023-02-28 00:00:00,2023-03-05,26 days
655,688188,2022-12-31,1353,柏楚电子,2023-04-11,,,,2023-04-11,-11.620930285584,486260461.77,2023-02-24 00:00:00,2023-03-05,37 days
656,688189,2022-12-31,4304,南新制药,2023-04-28,,,,2023-04-28,52.763067225128,-78832300.0,2023-04-26 00:00:00,2023-03-05,54 days
657,688190,2022-12-31,1074,云路股份,2023-03-31,,,,2023-03-31,89.315192266581,226705700.0,2023-02-28 00:00:00,2023-03-05,26 days
658,688191,2022-12-31,3820,智洋创新,2023-04-27,,,,2023-04-27,-60.366918838223,27928600.0,2023-02-28 00:00:00,2023-03-05,53 days
659,688192,2022-12-31,176,迪哲医药,2023-03-17,2023-03-24,,,2023-03-24,-9.776527264229,-735366500.0,2023-02-28 00:00:00,2023-03-05,12 days
660,688193,2022-12-31,3378,仁度生物,2023-04-26,,,,2023-04-26,-63.893835252707,23331400.0,2023-04-26 00:00:00,2023-03-05,52 days
661,688195,2022-12-31,177,腾景科技,2023-03-17,,,,2023-03-17,11.673852086194,58385100.0,2023-02-10 00:00:00,2023-03-05,12 days
662,688196,2022-12-31,1075,卓越新能,2023-03-31,,,,2023-03-31,30.64228059208,450396682.47,2023-02-21 00:00:00,2023-03-05,26 days
663,688197,2022-12-31,4305,首药控股,2023-04-28,,,,2023-04-28,-19.934875042609,-173811300.0,2023-02-25 00:00:00,2023-03-05,54 days
664,688198,2022-12-31,2040,佰仁医疗,2023-04-20,,,,2023-04-20,86.997980397748,95739600.0,2023-02-28 00:00:00,2023-03-05,46 days
665,688199,2022-12-31,1659,久日新材,2023-04-15,,,,2023-04-15,-73.146318931115,44485171.75,2023-02-28 00:00:00,2023-03-05,41 days
666,688200,2022-12-31,3379,华峰测控,2023-04-26,,,,2023-04-26,19.669524027447,525077800.0,2023-02-17 00:00:00,2023-03-05,52 days
667,688201,2022-12-31,1814,信安世纪,2023-04-18,,,,2023-04-18,0.26074989155,154528741.66,2023-02-28 00:00:00,2023-03-05,44 days
668,688202,2022-12-31,3380,美迪西,2023-04-26,,,,2023-04-26,28.601825011365,362943800.0,2023-02-21 00:00:00,2023-03-05,52 days
669,688203,2022-12-31,112,海正生材,2023-03-14,,,,2023-03-14,33.589984918412,47123600.0,2023-02-21 00:00:00,2023-03-05,9 days
670,688205,2022-12-31,251,德科立,2023-03-21,,,,2023-03-21,-19.491696330632,101798000.0,2023-02-28 00:00:00,2023-03-05,16 days
671,688206,2022-12-31,1271,概伦电子,2023-04-08,,,,2023-04-08,55.731945211609,44546500.0,2023-02-28 00:00:00,2023-03-05,34 days
672,688207,2022-12-31,2041,格灵深瞳,2023-04-20,,,,2023-04-20,148.22860166302,32996900.0,2023-02-27 00:00:00,2023-03-05,46 days
673,688208,2022-12-31,4306,道通科技,2023-04-28,,,,2023-04-28,-75.905293431452,105712200.0,2023-02-28 00:00:00,2023-03-05,54 days
674,688209,2022-12-31,1354,英集芯,2023-04-11,2023-04-25,,,2023-04-25,0.823419330721,159577063.84,2023-02-28 00:00:00,2023-03-05,37 days
675,688210,2022-12-31,2042,统联精密,2023-04-20,,,,2023-04-20,98.513031281902,94169224.63,2023-02-28 00:00:00,2023-03-05,46 days
676,688211,2022-12-31,2265,中科微至,2023-04-21,,,,2023-04-21,-144.944546293467,-116499500.0,2023-02-28 00:00:00,2023-03-05,47 days
677,688213,2022-12-31,4859,思特威,2023-04-29,,,,2023-04-29,-119.483864262381,-77610700.0,2023-02-28 00:00:00,2023-03-05,55 days
678,688215,2022-12-31,3381,瑞晟智能,2023-04-26,,,,2023-04-26,-27.844182512535,9565729.18,2023-02-28 00:00:00,2023-03-05,52 days
679,688216,2022-12-31,1076,气派科技,2023-03-31,,,,2023-03-31,-144.518357587709,-59916100.0,2023-02-28 00:00:00,2023-03-05,26 days
680,688217,2022-12-31,1290,睿昂基因,2023-04-10,,,,2023-04-10,-14.491155069918,40473558.8,2023-04-01 00:00:00,2023-03-05,36 days
681,688218,2022-12-31,4860,江苏北人,2023-04-29,,,,2023-04-29,57.239842906686,34231900.0,2023-02-28 00:00:00,2023-03-05,55 days
682,688219,2022-12-31,4307,会通股份,2023-04-28,,,,2023-04-28,11.109526565726,60055314.4,2023-02-28 00:00:00,2023-03-05,54 days
683,688220,2022-12-31,4308,翱捷科技,2023-04-28,,,,2023-04-28,57.963713953267,-247759600.0,2023-02-28 00:00:00,2023-03-05,54 days
684,688221,2022-12-31,1077,前沿生物,2023-03-31,,,,2023-03-31,-37.187434823159,-356764082.52,2023-02-28 00:00:00,2023-03-05,26 days
685,688222,2022-12-31,4861,成都先导,2023-04-29,,,,2023-04-29,-58.956705025574,26014800.0,2023-02-28 00:00:00,2023-03-05,55 days
686,688223,2022-12-31,2508,晶科能源,2023-04-22,2023-04-29,,,2023-04-29,158.205452747519,2947182600.0,2023-02-28 00:00:00,2023-03-05,48 days
687,688225,2022-12-31,4309,亚信安全,2023-04-28,,,,2023-04-28,-44.846691276054,98550800.0,2023-04-28 00:00:00,2023-03-05,54 days
688,688226,2022-12-31,3382,威腾电气,2023-04-26,,,,2023-04-26,18.084371429671,70591900.0,2023-02-25 00:00:00,2023-03-05,52 days
689,688227,2022-12-31,4862,品高股份,2023-04-29,,,,2023-04-29,-18.740032614813,45195900.0,2023-02-28 00:00:00,2023-03-05,55 days
690,688228,2022-12-31,2509,开普云,2023-04-22,,,,2023-04-22,61.086464876328,98029941.19,2023-04-22 00:00:00,2023-03-05,48 days
691,688229,2022-12-31,3821,博睿数据,2023-04-27,,,,2023-04-27,-18.649447072397,-86563721.64,2023-02-28 00:00:00,2023-03-05,53 days
692,688230,2022-12-31,1660,芯导科技,2023-04-15,,,,2023-04-15,4.294210150856,119444300.0,2023-02-28 00:00:00,2023-03-05,41 days
693,688231,2022-12-31,3383,隆达股份,2023-04-26,,,,2023-04-26,36.31107260801,95701375.21,2023-02-28 00:00:00,2023-03-05,52 days
694,688232,2022-12-31,1476,新点软件,2023-04-13,,,,2023-04-13,14.852088906346,578973400.0,2023-02-24 00:00:00,2023-03-05,39 days
695,688233,2022-12-31,205,神工股份,2023-03-18,,,,2023-03-18,-25.769390114103,162151200.0,2023-02-21 00:00:00,2023-03-05,13 days
696,688234,2022-12-31,1078,天岳先进,2023-03-31,2023-04-27,,,2023-04-27,-294.021556060766,-174525300.0,2023-02-28 00:00:00,2023-03-05,26 days
697,688235,2023-03-31,4931,百济神州,2023-05-13,,,,2023-05-13,14.644608377568,-2446580000.0,2023-05-05 00:00:00,2023-03-05,69 days
698,688236,2022-12-31,743,春立医疗,2023-03-30,2023-03-31,,,2023-03-31,-5.772515721145,303752412.58,2023-02-28 00:00:00,2023-03-05,25 days
699,688237,2022-12-31,2043,超卓航科,2023-04-20,,,,2023-04-20,-15.754597341198,59587700.0,2023-02-25 00:00:00,2023-03-05,46 days
700,688238,2022-12-31,2044,和元生物,2023-04-20,,,,2023-04-20,-24.59392561001,40913300.0,2023-02-24 00:00:00,2023-03-05,46 days
701,688239,2022-12-31,1661,航宇科技,2023-04-15,,,,2023-04-15,31.969053605423,183358800.0,2023-02-28 00:00:00,2023-03-05,41 days
702,688244,2022-12-31,4863,永信至诚,2023-04-29,,,,2023-04-29,8.483264820539,51064700.0,2023-02-28 00:00:00,2023-03-05,55 days
703,688246,2022-12-31,4310,嘉和美康,2023-04-28,,,,2023-04-28,29.574570531198,64316800.0,2023-02-28 00:00:00,2023-03-05,54 days
704,688247,2022-12-31,4311,宣泰医药,2023-04-28,,,,2023-04-28,-31.111580539002,92941500.0,2023-02-28 00:00:00,2023-03-05,54 days
705,688248,2022-12-31,4864,南网科技,2023-04-29,2023-04-21,,,2023-04-21,43.82056249349,205718200.0,2023-02-25 00:00:00,2023-03-05,55 days
706,688251,2022-12-31,2045,井松智能,2023-04-20,,,,2023-04-20,3.072140670267,70386536.49,2023-02-28 00:00:00,2023-03-05,46 days
707,688253,2022-12-31,1079,英诺特,2023-03-31,,,,2023-03-31,25.306272473564,150683800.0,2023-02-21 00:00:00,2023-03-05,26 days
708,688255,2022-12-31,4312,凯尔达,2023-04-28,,,,2023-04-28,-37.280042229073,37537104.26,2023-02-27 00:00:00,2023-03-05,54 days
709,688256,2022-12-31,4865,寒武纪,2023-04-29,,,,2023-04-29,-41.400676526148,-1166484045.48,2023-02-28 00:00:00,2023-03-05,55 days
710,688258,2022-12-31,2046,卓易信息,2023-04-20,,,,2023-04-20,21.013559201395,51005400.0,2023-04-15 00:00:00,2023-03-05,46 days
711,688259,2022-12-31,1522,创耀科技,2023-04-14,2023-04-11,,,2023-04-11,16.382920696116,91580369.8,2023-02-24 00:00:00,2023-03-05,40 days
712,688260,2022-12-31,2047,昀冢科技,2023-04-20,,,,2023-04-20,-515.747061176562,-64438300.0,2023-02-28 00:00:00,2023-03-05,46 days
713,688261,2022-12-31,2048,东微半导,2023-04-20,,,,2023-04-20,93.566465650627,284356300.0,2023-02-28 00:00:00,2023-03-05,46 days
714,688262,2022-12-31,4313,国芯科技,2023-04-28,,,,2023-04-28,18.11733134296,82923800.0,2023-02-28 00:00:00,2023-03-05,54 days
715,688265,2022-12-31,4314,南模生物,2023-04-28,,,,2023-04-28,-109.590558141598,-5836900.0,2023-02-28 00:00:00,2023-03-05,54 days
716,688266,2022-12-31,2510,泽璟制药,2023-04-22,,,,2023-04-22,-2.440026501156,-462003700.0,2023-02-28 00:00:00,2023-03-05,48 days
717,688267,2022-12-31,3822,中触媒,2023-04-27,,,,2023-04-27,13.499726194644,151716900.0,2023-02-24 00:00:00,2023-03-05,53 days
718,688268,2022-12-31,4315,华特气体,2023-04-28,,,,2023-04-28,54.745233346969,200117000.0,2023-02-24 00:00:00,2023-03-05,54 days
719,688269,2022-12-31,412,凯立新材,2023-03-25,,,,2023-03-25,36.019328783093,221106900.0,2023-02-28 00:00:00,2023-03-05,20 days
720,688270,2022-12-31,2266,臻镭科技,2023-04-21,,,,2023-04-21,18.483501922528,117114120.65,2023-02-28 00:00:00,2023-03-05,47 days
721,688271,2022-12-31,4316,联影医疗,2023-04-28,,,,2023-04-28,15.313747367316,1634208900.0,2023-02-28 00:00:00,2023-03-05,54 days
